user_id,password,full_name,gender,attendance_status,phone_number,lattitude,longitude
58894e8c,oznV3nma,Aşhan Bilgin,female,"[0, 0, 1, 1, 0, 0, 0]",+90 580-906-50-75,29.247301246686643,40.91383087376894
84949fab,mAWZ8HkL,Meleknur Akar,female,"[0, 1, 1, 1, 1, 0, 0]",+90 570-369-30-06,29.279891689773237,40.98292752638295
56e8cc5c,tgLYNkG9,Ferhan Alemdar,female,"[0, 0, 1, 1, 1, 0, 0]",+90 588-846-15-48,29.044598391568798,40.96438381856711
ab33e494,Kvnhjt7u,Mansurali Dumanlı,male,"[0, 0, 1, 1, 0, 0, 0]",+90 585-637-98-65,28.30286805057881,41.08008248371805
54cf2fd4,ktTTQA30,Nurcan Çetin,male,"[0, 1, 1, 1, 0, 0, 0]",+90 539-000-06-62,28.886685992641944,41.04776831931678
4823fae9,14G4WM2F,Ayşan Çorlu,male,"[1, 1, 1, 0, 0, 0, 0]",+90 570-773-46-39,28.90038094407998,41.078923003793
fc4cae64,gZjKteOn,Sümerya Mansız,female,"[0, 1, 1, 0, 1, 0, 0]",+90 567-906-45-77,28.91785383954512,41.0404323867837
96738940,N1kVZ5qA,Aksoy Gülen,female,"[1, 0, 0, 0, 0, 0, 0]",+90 518-998-03-84,29.028392805816512,41.01275529625156
220d0aef,s09gUX5C,Mecide Şama,female,"[0, 0, 0, 1, 0, 0, 0]",+90 570-449-40-18,29.155837450007688,40.94524542246092
6600a289,HV5eHb6E,Tolonbay Manço,male,"[1, 1, 1, 1, 0, 0, 0]",+90 591-550-61-04,28.618177624858635,41.10212293898051
edb51030,I801NAPk,Tenvir Akdeniz,male,"[0, 1, 0, 0, 1, 0, 0]",+90 552-672-24-09,28.790686472678196,41.03007336518902
a277fb86,dtPGgR7A,Nurda Şensoy,female,"[1, 1, 0, 0, 1, 0, 0]",+90 558-388-86-32,29.31191560902145,40.869387752692965
d662d1ba,aPPj0VeA,Akgüneş Bilge,female,"[0, 0, 0, 0, 0, 0, 0]",+90 529-994-40-63,28.828474525905385,41.061409795312535
3c33024f,KdkHuWzQ,Serda Durmuş,male,"[0, 0, 0, 0, 1, 0, 0]",+90 586-721-77-08,28.861742237089555,41.07698130227515
1b441cbc,8n7yKvmK,Tutkun Bilgin,male,"[0, 0, 0, 1, 0, 0, 0]",+90 575-228-12-91,29.020411389765545,41.00938336386473
83899405,lbVXNxbw,Örfiye Demir,female,"[0, 1, 0, 0, 0, 0, 0]",+90 593-030-86-21,29.114850549879968,41.0738047417771
6ca01701,Sdlgz2W1,Erbay Sezer,female,"[1, 0, 0, 0, 0, 0, 0]",+90 597-742-48-99,28.625546393372588,41.02070808920941
258c207d,AA70CMvZ,Ticen Karadeniz,female,"[0, 1, 1, 1, 0, 0, 0]",+90 586-709-61-50,28.965387418579077,41.054006073282565
b857d753,sCEbr07c,Birgül Aksu,female,"[0, 0, 0, 0, 0, 0, 0]",+90 550-592-21-19,29.068043702323607,41.090691671731605
177c9984,MU1fhmSb,Birsan Aksu,female,"[0, 0, 0, 1, 0, 0, 0]",+90 573-593-02-33,29.193865835231417,40.97374022240781
6fb23d5f,UHmjkeV1,Eyyüp Güçlü,male,"[0, 1, 1, 1, 1, 0, 0]",+90 549-638-94-40,28.69606819469684,41.12595244986998
24dc82c5,UtP7qNbE,Selaheddin Tarhan,male,"[1, 0, 1, 0, 0, 0, 0]",+90 592-025-67-18,29.107321762906476,41.0025669850055
04f567dd,Pu5pgEfm,Şefiye Duran,female,"[0, 1, 0, 0, 1, 0, 0]",+90 549-883-63-33,29.219986925960946,41.04091197250921
10aeedda,XYYfhrbe,Serezli Tevetoğlu,male,"[0, 0, 1, 1, 1, 0, 0]",+90 571-308-28-52,29.18475351534468,41.01535613946089
e16bb905,bTC1PqLr,Ümmahan Öcalan,female,"[0, 0, 1, 0, 1, 0, 0]",+90 586-069-81-31,28.779015024749363,41.14140066537146
68c5c71d,kMNxW7bZ,Gülkadın Demirel,female,"[0, 1, 0, 1, 0, 0, 0]",+90 511-127-73-80,28.85418489962016,40.9744688604526
77bec4f1,VXOnzFka,Toker Akar,male,"[1, 1, 1, 0, 1, 0, 0]",+90 519-850-97-84,28.597501583835676,41.09828544735635
a5dc4e7d,H9r1h7K2,Neriban Şener,female,"[0, 1, 0, 1, 1, 0, 0]",+90 594-156-64-07,28.68226685127166,40.9708906950688
f94e66c6,rMk3RnBN,Dilder Bilge,male,"[1, 1, 1, 1, 1, 0, 0]",+90 579-134-60-97,29.240090056466475,40.92390526016754
8816f73e,Shk8UHtN,Hakikat Fırat,male,"[0, 1, 1, 0, 0, 0, 0]",+90 504-520-96-82,28.72027588166715,41.04952307825665
975f4e3c,lVKTQQwu,Akay Akar,female,"[0, 0, 1, 1, 1, 0, 0]",+90 563-349-92-27,28.75317778728173,41.24621510821069
22ba835a,oTL0WL22,Lerze Bilir,female,"[1, 0, 0, 1, 0, 0, 0]",+90 552-342-04-65,29.35282846517752,40.9195042901753
f3d28956,Wqy9LiKg,Güngören Zengin,female,"[1, 1, 1, 0, 1, 0, 0]",+90 549-337-91-38,28.856815756689628,40.97768616433451
20074490,ZIzPjArC,Rayla Manço,female,"[1, 0, 1, 1, 1, 0, 0]",+90 581-830-11-67,29.00210639356812,41.10039328971996
812753f2,79zCriE7,Varlık İhsanoğlu,female,"[0, 1, 1, 0, 0, 0, 0]",+90 514-469-52-43,29.15933964189297,40.928759426446106
be09e5e5,WIw0tLsG,Nihai Çamurcuoğlu,male,"[0, 1, 1, 0, 1, 0, 0]",+90 540-541-22-69,29.001120515719848,41.05136179445717
65696e3a,HZi9Puev,Sevgen Akçay,female,"[1, 1, 1, 0, 0, 0, 0]",+90 527-461-71-57,28.775824654725096,41.18616375103769
7a349cc2,hQm7QVyL,Yelesen Arslan,male,"[0, 0, 0, 1, 1, 0, 0]",+90 521-429-65-48,29.19998755223276,40.905590096201855
51a2e8a2,NEccp89X,Ayülker Bilir,female,"[1, 0, 0, 0, 1, 0, 0]",+90 583-368-90-24,28.67599928826761,40.970883548198
959ec30f,yvJhQev1,Emiş Bilir,female,"[0, 1, 1, 0, 1, 0, 0]",+90 521-785-89-57,28.58397972374729,41.05205284805794
4289dd8b,ndpptqGj,Elifnur Çorlu,female,"[1, 1, 0, 1, 1, 0, 0]",+90 593-530-78-65,28.823623203586365,40.98569718087232
bd7df97a,SJmDQ4J0,Tan Yılmaz,female,"[0, 1, 1, 0, 0, 0, 0]",+90 582-857-12-37,28.494472698206003,41.10546988862999
97341557,JgcA71Xf,Şahnuray Akgündüz,female,"[1, 1, 1, 0, 1, 0, 0]",+90 557-414-46-03,28.82253878975483,41.09426855225198
faa7845d,kFY4dPNe,Serda Akar,female,"[1, 1, 1, 0, 1, 0, 0]",+90 596-644-95-28,28.88244659188143,41.14590683490075
b20d2ddf,nahHK8Fb,Çokan Kısakürek,male,"[0, 0, 0, 1, 0, 0, 0]",+90 581-901-27-64,28.814675687467627,40.98471321013674
424fc6d3,nlyJr9dE,Nevsale Sezer,female,"[1, 1, 0, 0, 0, 0, 0]",+90 581-011-88-04,28.957481453875875,41.02147659604328
9e0695bd,et1rDhEJ,Selvi Akdeniz,male,"[0, 0, 1, 0, 0, 0, 0]",+90 538-680-05-23,29.013233811740253,41.01506397539582
06d6c134,GnWE4kBK,Laika Güçlü,female,"[0, 1, 0, 1, 1, 0, 0]",+90 590-308-15-87,28.6355725931876,41.0630865463427
d68a6911,8P7DrG8I,Umman Şener,male,"[1, 1, 1, 0, 0, 0, 0]",+90 568-164-09-87,28.973239120480773,41.14194223178173
2ee564c8,K8IzAZto,Yümun Yorulmaz,male,"[1, 0, 0, 1, 0, 0, 0]",+90 548-849-57-57,29.17728777123044,41.08487756617079
3ddba474,s1nKzeyX,Fatinur Bilir,female,"[1, 1, 1, 1, 0, 0, 0]",+90 526-216-34-57,28.50407880141481,41.01410367042559
35adf1ef,tRoAIB9f,Sezen Gül,female,"[1, 0, 0, 1, 1, 0, 0]",+90 568-275-35-13,28.709804572600813,41.01166639830273
13ba1d61,BFQwrgu7,Ceyhun Yaman,female,"[1, 0, 1, 1, 1, 0, 0]",+90 563-830-03-51,28.484095563426003,41.06016937792809
c76c7934,IUtJH4bl,Özlü Tarhan,male,"[1, 0, 0, 0, 0, 0, 0]",+90 582-844-38-72,28.900635230002315,41.13058402115586
9cf3a1fb,CgiHKDIz,Hinet Tevetoğlu,female,"[1, 0, 1, 1, 0, 0, 0]",+90 575-725-80-76,29.103858328126076,41.05085783571317
692879dd,UnS5KL3y,Cihandide Bilgin,male,"[0, 1, 0, 0, 0, 0, 0]",+90 581-966-37-80,29.400609090508976,41.021467215511805
8162f18d,okQOHxOu,Oğuzman Manço,male,"[1, 1, 1, 0, 1, 0, 0]",+90 560-171-06-00,28.97729324551075,41.005203281688495
6e6dd3fe,CzViGPlN,Mehmed Demirel,male,"[1, 1, 0, 1, 0, 0, 0]",+90 552-794-92-23,29.15319310753267,41.03320015467495
deeba1e6,yi2By3MB,Güldam Ertaş,female,"[1, 0, 1, 0, 0, 0, 0]",+90 508-335-96-44,29.103434453459137,40.99222021777849
896abc4c,A1rJL8re,Nebiha Soylu,female,"[0, 0, 1, 1, 1, 0, 0]",+90 560-536-03-33,29.114817568127364,41.00198637280661
daabff7c,ORXLjTKg,Okyalaz Ertaş,male,"[1, 1, 1, 0, 0, 0, 0]",+90 579-751-01-55,29.154416284251997,40.992801793522695
9c43aae5,Qqos8OG1,Nas Türk,male,"[1, 1, 0, 0, 0, 0, 0]",+90 539-354-63-45,28.93232274121375,41.03613341380352
9f93c942,LjlDd2kO,Değmeer Ülker,male,"[1, 0, 1, 1, 0, 0, 0]",+90 576-174-15-79,28.60446164794585,41.013069616981134
87e4ceea,z43xAord,Avunç Demir,female,"[0, 0, 0, 0, 0, 0, 0]",+90 534-116-25-54,28.74592107066179,41.07533742696104
c10d237f,2jaGxBsy,Çağlasın İhsanoğlu,male,"[1, 1, 0, 0, 0, 0, 0]",+90 592-183-89-90,28.67519143487045,41.11901283465669
f58589ed,1DXwmdhN,Çaltı Yüksel,male,"[0, 0, 1, 0, 0, 0, 0]",+90 584-741-84-64,28.71265676073458,41.06121043338078
47e50653,ezSpOd94,Belkize Arsoy,female,"[0, 1, 0, 0, 0, 0, 0]",+90 511-083-58-98,29.15137441477788,41.01236926503527
5f5821bf,zESiLyL0,Sedife İhsanoğlu,female,"[1, 1, 0, 0, 1, 0, 0]",+90 576-354-78-20,29.025309543311977,40.997854253632745
6160882d,ORBZRvpm,Almus Hayrioğlu,male,"[1, 1, 1, 1, 1, 0, 0]",+90 566-245-65-20,28.865718767781928,40.98506398492003
4a6708bd,JrfrVrwx,Emin Erdoğan,male,"[1, 0, 0, 1, 0, 0, 0]",+90 520-610-80-57,29.23796186887107,41.06285213186671
12058942,yKid4Xxk,İbrahim Ertaş,male,"[1, 1, 0, 1, 0, 0, 0]",+90 522-396-17-93,29.19943559469472,41.0987176849378
61be321a,uKfrB4Qm,Merzuk Alemdar,male,"[0, 1, 1, 1, 1, 0, 0]",+90 501-559-12-81,28.82227194145101,40.98182783492315
5a181157,vh3ICwYS,Recepali Durdu,male,"[0, 1, 1, 1, 1, 0, 0]",+90 545-045-35-16,29.579972618046725,41.07112911696717
859d837a,Jaql8l25,İmam Eraslan,male,"[0, 1, 1, 1, 0, 0, 0]",+90 517-041-67-15,28.80435189049219,40.97595477136068
06a22745,6guxlkH7,Özerdinç Şener,male,"[0, 0, 1, 1, 0, 0, 0]",+90 581-335-63-17,29.003970331982256,41.08887098391696
a82a51ef,YbdIPp9K,Hayrünnisa Fırat,female,"[0, 0, 0, 0, 1, 0, 0]",+90 583-327-16-93,29.38783632259434,41.048407567987546
b84c9d4e,FiOYaKKl,Ünsever Tevetoğlu,male,"[0, 0, 0, 1, 1, 0, 0]",+90 550-944-58-09,28.907961523927323,41.05038955694322
ba45f4d6,NfJiwt6f,Sarya Zengin,female,"[0, 0, 0, 0, 0, 0, 0]",+90 588-406-34-42,28.932658251899948,41.04867722052601
cae0d2a2,JgRtta7h,Temizkal Zengin,male,"[0, 0, 1, 1, 1, 0, 0]",+90 506-602-07-06,29.112064582570767,41.008533543071
84d882d2,KPZ2tXtf,Erten Arslan,male,"[1, 1, 0, 1, 1, 0, 0]",+90 532-212-92-09,29.271084310171645,41.062011254844606
c79998af,XME2OyZn,Edgübay Soylu,male,"[1, 1, 1, 0, 0, 0, 0]",+90 588-677-79-78,28.425681215840715,41.03734028350268
be42c044,bc7pXwM5,Jankat Aslan,male,"[1, 0, 0, 0, 1, 0, 0]",+90 566-738-88-72,29.038802695572745,40.981853170419214
17369548,1bMCMH3H,Fatigül Bilge,female,"[1, 0, 0, 1, 1, 0, 0]",+90 546-603-31-54,28.987539453517225,41.07352735074209
4e01b80b,maZzlnEm,Adila İhsanoğlu,female,"[1, 1, 0, 0, 0, 0, 0]",+90 501-903-08-90,29.06475267775046,40.96425193107581
a55af345,sqy8Yd48,Nevsale Gülen,female,"[1, 0, 1, 1, 1, 0, 0]",+90 537-374-57-14,28.85341699603685,40.993949330802266
e2662206,h3OpSkel,Kerman Çetin,male,"[0, 0, 1, 1, 1, 0, 0]",+90 515-643-49-01,29.173967293441358,41.03129147251391
c6cc7542,la4WMAlx,Teknaz Türk,female,"[0, 0, 0, 0, 0, 0, 0]",+90 525-657-47-05,28.81174791308298,41.19233023152273
b06dcfab,6PbZNYTQ,Aydinç Gül,male,"[0, 1, 0, 1, 0, 0, 0]",+90 574-079-35-15,29.09901494774793,40.97744264021938
d11418fc,tdYlxBkm,Fatmanur Arsoy,female,"[1, 1, 0, 1, 0, 0, 0]",+90 561-882-84-46,28.65818073603465,41.07094236538032
6f11e8cd,a24sslii,Erdursun Tarhan,male,"[0, 0, 0, 1, 0, 0, 0]",+90 562-260-00-20,29.11329265320081,40.9791766910316
cea595bb,FrZk6JYP,Gülper Arsoy,female,"[0, 1, 0, 1, 0, 0, 0]",+90 560-872-19-61,29.4596433293626,41.001873853776885
7a4df9b3,re7vJSGN,Tutkucan Akça,female,"[0, 1, 0, 0, 1, 0, 0]",+90 552-432-06-80,28.977786026685067,41.08543713566922
cf8c9a65,8A5C6ZiM,Deha Çetin,female,"[0, 1, 1, 0, 0, 0, 0]",+90 533-416-87-56,29.194306455277857,40.92769090043911
8576c4a1,jLRFHvQq,Dorukhan Durdu,male,"[1, 0, 0, 1, 0, 0, 0]",+90 520-045-15-24,28.88399391218234,40.99815364230916
eb1b86a5,I3SZ5F0j,Özbay Bilgin,male,"[0, 0, 0, 1, 1, 0, 0]",+90 527-468-70-36,29.190777873283853,41.098688714283945
f1eb55d1,L7gHvs28,Nural Sakarya,male,"[1, 0, 1, 0, 1, 0, 0]",+90 590-435-58-63,28.74889598367143,40.995448410504245
e1dbffc3,8hVYfBPO,Kitan Zengin,female,"[1, 1, 0, 0, 0, 0, 0]",+90 510-148-60-17,28.92757894453697,41.02745614716643
06af2f42,Oynb34HO,Tomurcuk Öcalan,female,"[1, 1, 1, 1, 0, 0, 0]",+90 590-188-80-58,29.42558462171256,41.12748318529903
217c7477,oegISqeh,Seçgül Eraslan,female,"[0, 1, 0, 0, 0, 0, 0]",+90 561-037-29-38,29.38268292859551,41.05917907837745
b3220656,LyEGqumd,Acarkan Zengin,female,"[1, 1, 0, 0, 1, 0, 0]",+90 545-810-77-90,29.189457865392672,41.026290601196976
778901cd,EbgTdobk,Yurdaser Bilge,female,"[0, 0, 1, 1, 1, 0, 0]",+90 531-870-37-38,28.64402079242977,41.02558317002747
57f263f0,5oRnnKaB,Haliye Arsoy,female,"[0, 0, 1, 0, 1, 0, 0]",+90 574-498-86-90,28.81485639712812,40.97996258110247
d3a30012,WgjVusdP,Akay Gülen,female,"[1, 0, 0, 0, 1, 0, 0]",+90 576-199-56-72,28.79027493155888,41.06258151407591
9cc6060c,LwhR6drJ,Şefiye Durdu,female,"[1, 0, 0, 1, 1, 0, 0]",+90 549-283-54-99,28.656535548932123,40.979517150839385
3bcfe7e3,R8oizcO0,Bilginur Şensoy,female,"[1, 1, 1, 0, 1, 0, 0]",+90 547-297-10-13,28.75693975585793,41.062992922736015
fa845dea,LX74ifuu,Kerman Şener,male,"[0, 1, 0, 1, 0, 0, 0]",+90 559-001-93-28,28.79276679577917,40.97041201623222
8fc392b1,jbPOoLdW,Ayvas Zorlu,male,"[1, 0, 1, 0, 0, 0, 0]",+90 564-844-39-12,29.1956204179262,41.06447032642065
1b9a53b7,4LrJk2Td,Hürüyet Tarhan,female,"[0, 0, 1, 1, 0, 0, 0]",+90 526-039-96-28,29.03406265445393,41.07905581307097
e6de05ea,KfsMdFAw,Dilhuş Türk,female,"[1, 1, 0, 0, 1, 0, 0]",+90 523-561-06-34,28.821043091782407,41.08623653783869
544168ee,PbllGvMi,Üzer Karadeniz,male,"[1, 1, 0, 1, 0, 0, 0]",+90 550-396-03-65,28.720852421686512,41.05063976028542
837e09dd,eoEVCZq8,Döner Gülen,female,"[0, 1, 0, 1, 0, 0, 0]",+90 539-863-98-45,29.0173299781698,41.04431569985561
e9540d95,1zfbUf0h,Remazan Hançer,male,"[0, 0, 0, 0, 0, 0, 0]",+90 503-040-23-77,28.728699092610672,41.01206843001584
ba197a1e,c0EzfDue,Canfeza Şama,female,"[1, 1, 1, 1, 1, 0, 0]",+90 515-505-59-41,28.91896362042901,41.0383727938704
b4e66ff2,23H2yILW,Soykan Bilir,female,"[1, 1, 1, 0, 1, 0, 0]",+90 502-485-32-94,28.896440345471845,40.99937470592709
4db2c05d,1Fl13kXr,Şirivan Soylu,female,"[1, 0, 1, 1, 0, 0, 0]",+90 589-668-35-48,28.669768960171083,40.98242270396075
b5c2bcec,ena5un4W,Teksoy Sakarya,male,"[0, 1, 0, 1, 1, 0, 0]",+90 548-605-05-91,28.735284438636427,40.99170251126241
8a2a5e10,ecC3rzit,Yurdaser Yılmaz,female,"[0, 1, 0, 0, 1, 0, 0]",+90 581-193-96-63,28.89787863864076,41.05713738122518
1471c5a8,kbH4IxiZ,Aksoy Çetin,female,"[1, 1, 1, 1, 1, 0, 0]",+90 570-771-10-08,29.060955437051565,41.024710728355686
ce8b1bbb,t91PycM9,Yasemen Akar,female,"[1, 1, 0, 0, 1, 0, 0]",+90 569-884-72-28,28.65762434312586,41.10108295325994
8fe7c015,zC9RYGfT,Feyha Çorlu,female,"[0, 1, 1, 1, 1, 0, 0]",+90 565-868-47-86,29.48532234599529,41.04396434918826
5361b71e,2bMoZRdW,Teknaz Güçlü,female,"[1, 1, 1, 0, 1, 0, 0]",+90 584-965-68-96,29.27659512955412,40.88599567342724
afd829f7,THijs7AJ,Günaydin Korutürk,male,"[0, 1, 1, 1, 0, 0, 0]",+90 522-756-38-17,28.826140265299077,40.957944269802034
b0fd20a2,uqUnCSc7,Türknur Öcalan,female,"[0, 1, 1, 1, 1, 0, 0]",+90 504-446-22-50,29.13731549743062,41.04778162569054
5fbf6108,b559Htc9,Çağdan Güçlü,male,"[0, 1, 1, 0, 0, 0, 0]",+90 525-614-29-63,28.725388302904392,41.06721485895089
dfc8d55c,baADG8Ko,Ayten Gül,female,"[1, 0, 1, 0, 1, 0, 0]",+90 515-370-06-07,29.26583124490998,41.04791057638221
0eb8426c,r1MtbCFF,Zahfer Demir,female,"[1, 0, 0, 0, 0, 0, 0]",+90 556-075-24-98,29.18058446342778,40.97413509105563
8e79113a,LaComz8N,Nurbanu Bilgin,female,"[0, 1, 1, 1, 1, 0, 0]",+90 540-080-34-00,28.93128112169768,41.05465222091888
2a3910dd,vlfE6ySx,Gülenay Mansız,female,"[1, 0, 0, 1, 0, 0, 0]",+90 595-150-14-06,28.816606051143573,41.01994509982855
8f3f6740,ELTLTYok,Evrimer Akdeniz,male,"[1, 1, 1, 0, 0, 0, 0]",+90 563-043-05-91,28.83924353576589,41.02004414051979
5009654f,6xrATo4J,Kasim Yıldırım,male,"[1, 1, 1, 0, 1, 0, 0]",+90 596-893-28-59,29.105057809217325,41.03470784780982
a03df423,9sag5dCc,Neriban Akdeniz,female,"[1, 1, 1, 1, 1, 0, 0]",+90 597-652-47-85,29.197971515487264,40.98831476500551
29789eae,8eGMvZfx,Göksev Dumanlı,male,"[0, 1, 1, 1, 1, 0, 0]",+90 585-668-57-53,29.12935589183303,41.043020170852685
d7b7fd1d,Z8E61wdS,Bedi Türk,male,"[0, 1, 0, 1, 1, 0, 0]",+90 552-352-02-50,28.773185471463684,41.079920383716185
53210074,fz3y5fVq,Selatin Tevetoğlu,male,"[1, 1, 0, 1, 1, 0, 0]",+90 528-769-63-50,28.97856300993874,41.0512418683111
fa1670f3,8JJaePr7,Cindoruk Mansız,male,"[0, 1, 1, 1, 0, 0, 0]",+90 530-001-85-56,29.27500429861528,41.03433138727423
67954929,l12djGJU,Dilhuş Mansız,female,"[1, 1, 0, 0, 1, 0, 0]",+90 549-999-38-28,29.21818078681706,40.92188959668761
48db669b,yIFwkv8h,Güldam Ertaş,female,"[0, 1, 1, 0, 1, 0, 0]",+90 561-839-56-06,28.52169283172425,41.047842368110565
d09811a2,4dvjVFE6,Banü Erdoğan,female,"[0, 0, 1, 1, 1, 0, 0]",+90 587-553-91-03,29.234471392543,40.93707903940982
9fefa703,8AAiarcM,Kefser Şener,female,"[1, 1, 0, 0, 0, 0, 0]",+90 591-743-92-11,28.8516432535833,41.13379025328002
0637b664,vZj2usvm,Özpetek Akar,female,"[0, 0, 0, 1, 0, 0, 0]",+90 594-797-86-17,28.929485412481668,41.06580775121001
ad917f82,RNOIyR5K,Tümer Erdoğan,male,"[0, 1, 0, 1, 1, 0, 0]",+90 500-027-90-63,29.16272288922427,41.06125153526089
060fb1db,ynfki5Ll,Erten Zorlu,male,"[0, 0, 1, 1, 0, 0, 0]",+90 563-899-97-91,29.21482135256056,40.97061808093406
eacad6f2,mzi32YIL,Fahrullah Bilir,male,"[0, 1, 1, 0, 1, 0, 0]",+90 555-880-82-48,28.91333704060744,41.13938144485692
15cde2ce,xQIL7SZD,Ahsen Aksu,male,"[0, 1, 1, 1, 1, 0, 0]",+90 588-830-13-45,29.23828591808565,40.95381012331921
7e8585fe,5erfQtTZ,Delil Gül,male,"[0, 0, 0, 0, 0, 0, 0]",+90 585-364-47-51,29.1992443676902,41.02798994976075
c952e94a,Wef83hYP,Mehrigül Korutürk,female,"[0, 0, 1, 1, 0, 0, 0]",+90 591-895-34-96,28.77175668421212,41.040304984182086
e3e086dd,mUQbffQh,Üzer Akçay,male,"[1, 1, 0, 0, 0, 0, 0]",+90 525-820-65-39,29.11689206779629,40.9426272687322
9ee05414,oz15Guux,Çapkan Ülker,male,"[0, 0, 1, 0, 1, 0, 0]",+90 570-304-73-67,28.701754474454138,41.05976907982181
a2982b45,2Q6VS7HX,Meveddet Bilir,female,"[0, 0, 0, 1, 1, 0, 0]",+90 533-823-88-31,28.95334773283977,41.05516849587723
6f30e588,BGBwLKlT,Üsame Bilgin,male,"[1, 1, 1, 0, 1, 0, 0]",+90 513-468-20-57,29.07559486131722,41.022837007869335
7a4c076a,4tVeePyh,Rebihat Yıldırım,female,"[1, 1, 0, 1, 1, 0, 0]",+90 557-995-00-24,28.771195451433936,41.0498242501575
c55ac105,2YLqZXP4,Semrin Erdoğan,female,"[0, 0, 1, 1, 1, 0, 0]",+90 588-237-64-75,29.312724857680863,41.02802256932849
fe2d4581,bLa3k78i,Özdil Akgündüz,male,"[1, 1, 1, 0, 1, 0, 0]",+90 519-334-55-67,29.100742059168837,41.03185292008566
da569384,tuxJ8meg,Ergül Karadeniz,female,"[1, 0, 1, 0, 0, 0, 0]",+90 557-722-80-06,28.94681868872244,41.02658333580809
a4b22471,18XOyAi6,Özaslan Aslan,male,"[1, 0, 0, 1, 1, 0, 0]",+90 502-521-22-75,29.18678238135021,41.07581595399746
0d90c2ca,mLtGDTtn,Tümkurt Akdeniz,male,"[0, 1, 0, 0, 0, 0, 0]",+90 531-559-78-09,28.656292971763417,41.04650460509338
81a48e1b,tn3lBrJH,Aclan Şener,male,"[1, 0, 0, 1, 0, 0, 0]",+90 500-158-12-85,28.96090345464752,41.05799161636438
0d2f6101,1N360kBX,Asalet Yorulmaz,male,"[1, 0, 0, 1, 1, 0, 0]",+90 594-405-28-48,28.88970634687559,41.05395510242806
d0601a05,eXCnsdRM,Harbinaz Dumanlı,female,"[1, 0, 1, 1, 1, 0, 0]",+90 548-945-20-02,29.251125460871087,40.9730494043519
9b452d0d,JNDs0sXY,Selvi Gül,female,"[0, 1, 0, 0, 1, 0, 0]",+90 562-000-26-67,29.228577996256483,40.98656101023381
02b770a8,h1Yj2GJL,Gülselin Tevetoğlu,female,"[0, 0, 0, 1, 1, 0, 0]",+90 521-664-95-97,28.83332660139421,41.095782942713576
24a56c27,WHfxZ17M,Özkutlu Demir,male,"[1, 0, 1, 1, 0, 0, 0]",+90 562-581-37-66,29.28935939047839,41.0543285795134
93292065,9lxsVQo7,Özsözlü Ülker,male,"[0, 0, 0, 0, 0, 0, 0]",+90 578-413-23-03,28.967127148099085,41.015940626919104
dd9e4f87,eecWNgrq,Hurşide Akçay,female,"[1, 0, 0, 1, 1, 0, 0]",+90 509-318-92-81,28.90900115976615,41.05201957140111
6c56fcb5,10j8bRyq,Sökmen Gül,male,"[0, 0, 1, 0, 0, 0, 0]",+90 537-934-86-11,29.1447764839594,41.05127395564856
10a6ad54,I2m5WYRI,Nafile Karadeniz,female,"[0, 0, 0, 1, 0, 0, 0]",+90 581-425-36-32,28.87106141560512,40.98396223443497
4cdceef1,QPTp2bvT,Onursu Öcalan,male,"[1, 1, 0, 0, 1, 0, 0]",+90 546-254-67-06,29.02414622889466,40.9860633748809
8923b475,Q2HugoWs,Kadınana Fırat,female,"[0, 1, 0, 1, 1, 0, 0]",+90 525-713-54-25,29.247885724431736,40.94344663944515
027ef9a9,7WKnAzbN,Andiç Korutürk,male,"[0, 1, 1, 1, 1, 0, 0]",+90 551-561-64-76,28.91664304776425,41.01527191304291
5ca95e89,B6GQRtTY,Yurttaş Şama,male,"[1, 0, 1, 1, 1, 0, 0]",+90 538-887-01-27,28.86484731677889,41.02396285912921
8bff9d5f,B40Qjr7x,Şeref Şener,female,"[1, 0, 1, 1, 1, 0, 0]",+90 542-946-08-64,29.036096764262258,40.982567380030105
c8ee2b84,ZUrb3Lvg,Ökkaş Eraslan,male,"[0, 1, 0, 1, 0, 0, 0]",+90 556-526-34-89,29.385540612665483,40.93370354367342
94c87f1b,zPtoxZpn,Nuyan Durmuş,male,"[0, 1, 0, 0, 1, 0, 0]",+90 555-799-46-26,29.480037694918263,41.04862533435991
5ff7b2a9,rPfVUiRV,Nevgin Alemdar,female,"[0, 0, 0, 1, 1, 0, 0]",+90 568-461-84-06,29.06803002741882,40.99919463330329
aa826233,PrnMQPmU,Suat Yüksel,male,"[1, 1, 0, 0, 1, 0, 0]",+90 574-963-73-30,28.652947915604788,41.0311979953443
eabebc1e,i09rxVSN,Ayyaruk Akar,female,"[1, 1, 1, 0, 1, 0, 0]",+90 579-710-42-63,29.015532339632003,41.04152788314808
5637419d,xrart0jQ,Günver Fırat,female,"[0, 0, 1, 0, 0, 0, 0]",+90 529-422-18-41,28.72874124295381,41.09028818816946
2bdeeeea,ACQCRBXl,Günaydin Zengin,male,"[1, 0, 1, 1, 1, 0, 0]",+90 562-637-83-45,28.582616926204885,41.022059717549325
598f803b,IBoJZfJO,Muhiye Şener,female,"[1, 0, 0, 0, 0, 0, 0]",+90 543-581-50-11,29.44224340771932,41.04005747322014
524d2cf0,y5kwVNAq,Sözer Akça,male,"[1, 1, 0, 1, 1, 0, 0]",+90 524-426-35-23,28.68291099054832,41.06347841662499
